Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
FDA.SDTMIG.SD1092,SD1092,'--ENDY variable value is not populated,"Study Day of End (--ENDY) variable value should be populated, when End Study Date/Time (--ENDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1090,SD1090,Incorrect value for --STDY variable,Study Day of Start (--STDY) variable value should be populated as defined by CDISC standards: --STDY = (date portion of --STDTC) - (date portion of RFSTDTC) +1 if --STDTC is on or after RFSTDTC; --STDY = (date portion of --STDTC) - (date portion of RFSTDTC) if --STDTC precedes RFSTDTC.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1089,SD1089,'--STDY variable value is imputed,"Study Day of Start (--STDY) variable value should be not be imputed. It may be only populated, when both Start Study Date/Time (--STDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1088,SD1088,'--STDY variable value is not populated,"Study Day of Start (--STDY) variable value should be populated, when Start Study Date (--STDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1086,SD1086,Incorrect value for --DY variable,Collection Study Day (--DY) variable value should be populated as defined by CDISC standards: --DY = (date portion of --DTC) - (date portion of RFSTDTC) +1 if --DTC is on or after RFSTDTC; --DY = (date portion of --DTC) - (date portion of RFSTDTC) if --DTC precedes RFSTDTC.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO"",""DI"",""DM"",""DR"",""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1085,SD1085,'--DY variable value is imputed,"Collection Study Day (--DY) variable value should not be imputed. It may be only populated, when both Collection Study Date/Time (--DTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""CO"",""DI"",""DM"",""DR"",""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1084,SD1084,'--DY variable value is not populated,"Collection Study Day (--DY) variable value should be populated, when Collection Study Date/Time (--DTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1082,SD1082,Variable length is too long for actual data,Variable length should be assigned based on actual stored data to minimize file size. Datasets should be re-sized to the maximum length of actual data used prior to splitting.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1079,SD1079,Variable is in wrong order within domain,"Order of variables should reflect the order of the variables in the SDTM Model. Variables for the three general observation classes must be ordered with Identifiers first, followed by the Topic, Qualifier, and Timing variables. Within each role, variables must be ordered as shown in SDTM: Tables 2.2.1, 2.2.2, 2.2.3, 2.2.4, and 2.2.5.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1078,SD1078,Permissible variable with missing value for all records,"Permissible variable should not be present in domain, when the variable has missing value for all records in the dataset.","SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1077,SD1077,Regulatory Expected variable not found,"Variables requested by the relevant regulatory agency in policy documents should be included in the dataset. E.g., EPOCH.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1076,SD1076,Model permissible variable added into standard domain,"SDTM model variable may be added into standard domains according its domain general class, if there are no restrictions on their usage specified in IG.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1075,SD1075,Variable not recommended for use,Variables described in IG as not recommended for usage should be not included in the dataset.,"SDTMIG, SENDIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1074,SD1074,Variable which can be used only in SEND,Variables designed only for SEND pre-clinical studies must be not included in the SDTM dataset.,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1073,SD1073,Variable prohibited for use in SDTM,Variables described in IG as inappropriate for usage must be not included in the dataset.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1072,SD1072,"Missing IDVAR value, when RDOMAIN value is provided","Value of Identifying Variable (IDVAR) variable must be populated, when Related Domain Abbreviation (RDOMAIN) variable value is provided, with the only exception of 'DM' value for RDOMAIN.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""RELREC"",""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1071,SD1071,Dataset is greater than 5 GB in size,Datasets greater than 5 gigabytes (GB) in size should be split into smaller datasets no larger than 5 GB.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1067,SD1067,"USUBJID value is populated, when RELTYPE values is populated","Unique Subject Identifier (USUBJID) variable value should not be populated, when Relationship Type (RELTYPE) variable value is populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""RELREC""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1066,SD1066,"IDVARVAL value is populated, when RELTYPE values is populated","Variable Value (IDVARVAL) variable value should not be populated, when Relationship Type (RELTYPE) variable value is populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""RELREC""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1065,SD1065,"Missing RDOMAIN value, when IDVAR is populated","Value of Related Domain Abbreviation (RDOMAIN) variable must be populated, when value of Identifying Variable (IDVAR) variable is populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""CO""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1063,SD1063,Dataset is not present in define.xml,Datasets included in study data must be described in the data definition document (define.xml).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1062,SD1062,"AESER is not 'Y', when AESOD equals 'Y'","Serious Event (AESER) variable value is expected to be 'Y', when Occurred with Overdose (AESOD) variable value equals 'Y'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1061,SD1061,"Missing MB dataset, when MS dataset is present","Microbiology Specimen (MB) dataset should be included, when a Microbiology Susceptibility Test (MS) dataset is present.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""MB""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1060,SD1060,Duplicate VISITNUM,The value of Visit Number (VISITNUM) variable should be unique for each record within a subject.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1053,SD1053,Unexpected value for ARMCD variable,Records for subjects who failed a screening or were not assigned to study treatment (ARMCD is 'SCRNFAIL' or 'NOTASSGN') should not be included in the Trial Arms (TA) or Trial Visits (TV) datasets.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TA"",""TV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1052,SD1052,Non-unique value for TAETORD within ARMCD,Order of Element within Arm (TAETORD) must have a unique value for a given value of Planned Arm Code (ARMCD) within the domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TA""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1051,SD1051,Unexpected value for IDVAR/IDVARVAL,"Both Identifying Variable (IDVAR) and Identifying Variable Value (IDVARVAL) should not be populated, when relating information to the Demographics (DM) domain.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1049,SD1049,Invalid value for QLABEL,Qualifier Variable Label (QLABEL) value may have up to 40 characters.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1047,SD1047,Both --DOSE and --DOSTXT values are populated,Only one of Dose (--DOSE) or Dose Description (--DOSTXT) variables must be populated on the same record.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1046,SD1046,Inconsistent values for IEORRES/IECAT,"I/E Criterion Original Result (IEORRES) must equal 'N', when Inclusion/Exclusion Category (IECAT) is 'INCLUSION'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""IE""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1045,SD1045,Inconsistent values for IEORRES/IECAT,"I/E Criterion Original Result (IEORRES) must equal 'Y', when Inclusion/Exclusion Category (IECAT) is 'EXCLUSION'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""IE""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1044,SD1044,No --BLFL variable in custom Findings domain,Baseline Flag (--BLFL) should be present in all custom Findings domains.,SDTMIG,"3.1.2, 3.1.3, 3.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1042,SD1042,Time point for non-occurred event or intervention is provided,"Value of Start Relative to Reference Period (--STRF) or End Relative to Reference Period (--ENRF) should not be populated, when an event or intervention is marked as not occurred (--OCCUR='N').","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD1041,SD1041,Values for --CAT and --SCAT are identical,Values of Category (--CAT) and Subcategory (--SCAT) variables should not be identical.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1040,SD1040,'--SCAT value is redundant with other variable values,"Value of Subcategory (--SCAT) should not be  identical to that in Domain Abbreviation (DOMAIN); Reported Term (--TERM); Name of Measurement, Test, or Examination (--TESTCD); Name of Treatment (--TRT); Body System or Organ Class (--BODSYS).","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1039,SD1039,'--CAT value is redundant with other variable values,"Value of Category (--CAT) should not be identical to that in Domain Abbreviation (DOMAIN); Reported Term (--TERM); Name of Measurement, Test, or Examination (--TESTCD); Name of Treatment (--TRT); Body System or Organ Class (--BODSYS).","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""TI""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1038,SD1038,Non-unique value for TSSEQ variable within TSPARMCD,Sequence Number (TSSEQ) must have a  unique value for a given value of Trial Summary Parameter Short Name (TSPARMCD) within the domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1037,SD1037,"Missing value for --TOX, when --TOXGR is populated","A value for a Toxicity (--TOX) variable should be provided, when a Toxicity Grade (--TOXGR) variable value is populated and greater than 0.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE"",""CE"",""CV"",""EG"",""FT"",""LB"",""MH"",""MK"",""NV"",""OE"",""PC"",""PP"",""RE"",""UR""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1036,SD1036,"Missing value for --TOXGR, when --TOX is populated","Toxicity Grade (--TOXGR) should be provided, when Toxicity (--TOX) is populated.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""AE"",""CE"",""CV"",""EG"",""FT"",""LB"",""MH"",""MK"",""NV"",""OE"",""PC"",""PP"",""RE"",""UR""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1032,SD1032,No records for 'SCRNFAIL' subject are found in IE domain,All subjects with Planned Arm Code (ARMCD) equals 'SCRNFAIL' should have records in the Inclusion/Exclusion Criteria Not Met (IE) domain.,SDTMIG,"3.1.2, 3.1.3, 3.2","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1031,SD1031,"Value for --ENRF is populated, when RFENDTC is NULL",End Relative to Reference Period (--ENRF) should not be populated for subjects with missing value for Reference End Date/Time (RFENDTC).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1030,SD1030,"Value for --STRF is populated, when RFSTDTC is NULL",Start Relative to Reference Period (--STRF) should not be populated for subjects with missing value for Reference Start Date/Time (RFSTDTC).,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS""]},""Domains"":{""Include"":[""SE"",""SM"",""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1027,SD1027,Non-unique value for ELEMENT within ETCD,Description of Element (ELEMENT) must have a unique value for a given value of Element Code (ETCD) within the domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SE"",""TA""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1026,SD1026,Invalid value for RELTYPE variable,"Relationship Type (RELTYPE) must be NULL, when Identifying Variable (IDVAR) is populated with a --SEQ value.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""RELREC""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1023,SD1023,VISIT/VISITNUM values do not match TV domain data,Combination of Visit Name (VISIT) and Visit Number (VISITNUM) in subject-level domains should match that in the TV domain with the exception of Unscheduled and Unplanned visits.,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1022,SD1022,Invalid value for QNAM variable,"The value of Qualifier Variable Name (QNAM) should be limited to 8 characters, cannot start with a number, and cannot contain characters other than letters in upper case, numbers, or underscores.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SUPPQUAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1020,SD1020,Missing DM dataset,Demographics (DM) dataset must be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SYSTEM""]},""Domains"":{""Include"":[""GLOBAL""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1019,SD1019,VISITDY is populated for unplanned visit,"Planned Study Day of Visit (VISITDY) should equal NULL for unplanned visits, where Description of Unplanned Visit (SVUPDES) is populated.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Draft
FDA.SDTMIG.SD1018,SD1018,VISITNUM/VISIT/VISITDY values do not match TV domain data,"The combination of Visit Number (VISITNUM), Visit Name (VISIT), and Planned Study Day of Visit (VISITDY) values should match entries in the Trial Visits (TV) dataset, when they are planned visits (SVUPDES = NULL).",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Draft
